asin,battery,button,cable,call,car,case,charge,charger,color,cover,day,design,device,fit,get,hand,headset,iPhone,issue,life,look,lot,mount,order,phone,place,plug,pocket,power,price,problem,product,protection,protector,purchase,quality,review,screen,side,size,something,sound,thing,time,unit,use,volume,way,work
B004T36GCU,13,2,0,9,0,3,0,0,1,6,5,0,2,0,1,0,0,1,3,3,3,2,0,2,81,1,0,0,0,5,3,5,0,0,2,3,2,5,1,4,0,1,3,8,0,5,4,3,8
B004T6SBEI,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,2,0,1,0,1,1,-1,0,1,2,0,0,0
B004TAYKPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,3,0,2,0,2,0,3,0,0,1,0,2,1,0,1,0,0,1
B004TEFTI6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,0,0,2
B004TETBQ2,0,0,0,0,0,4,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B004TGZ6SW,15,0,0,0,0,0,2,0,0,-1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,-1,3,0,2,0,0,0,1,0,1,0,0,0
B004TNOAZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,3,0,0,0,0,0,-1,0,0,2,0,1,0,1,2,0,0,0,0,2
B004TSL5J4,0,2,0,0,1,23,0,0,4,3,1,2,0,4,0,0,0,6,1,0,1,1,0,2,16,0,0,1,0,2,0,4,1,4,0,0,0,3,1,0,1,0,1,5,0,0,1,-1,0
B004U05RKE,0,0,0,0,0,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
B004UH54OQ,3,1,0,3,1,0,1,0,0,0,0,0,0,4,1,0,3,0,0,3,0,1,0,0,3,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0,0,2
B004V9CEQO,0,0,0,0,0,7,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B004V9HTUA,0,0,0,0,0,7,0,0,0,-1,0,1,1,0,0,1,0,4,0,0,0,0,0,5,6,0,0,0,0,5,0,8,0,0,2,0,0,0,0,0,2,0,3,2,2,1,0,2,9
B004VBND4Y,0,0,0,0,0,6,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,3,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0,2,0,1,0
B004VCMFL0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B004VG9OHO,4,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,-1,2,2,0,0,3
B004VJZJ7U,0,0,1,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,12,1,16,1,0,0,0,3,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,3,0,0,1
B004VLXHA4,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,0,1,22,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,0,1,0,1,0,-1,3
B004WA90IM,10,0,2,0,0,1,10,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1
B004WBKQ5W,0,0,3,0,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7
B004WCX9W8,12,2,0,0,0,17,0,0,0,5,0,1,0,2,2,1,0,0,1,0,1,0,0,1,6,0,0,6,3,0,-1,0,1,0,0,1,0,2,2,0,0,0,0,0,0,1,3,3,1
B004WIRCKW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B004WJURQ2,1,1,1,2,0,2,0,1,0,0,0,0,9,0,1,1,0,0,-1,-1,0,0,0,0,17,0,0,1,0,5,1,4,0,0,0,0,1,2,1,0,2,0,1,7,2,4,0,2,10
B004WLXATG,2,2,0,0,0,4,0,0,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B004WLXAXW,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B004WLXB6S,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
B004WLXBJU,1,-1,0,0,0,8,1,0,2,2,0,1,0,2,0,0,0,0,0,0,1,0,0,2,0,-1,0,2,0,2,0,0,1,0,0,1,0,-1,-1,0,0,0,0,6,0,0,-6,-1,0
B004WMDTHS,0,1,1,0,0,23,3,0,2,7,0,2,0,4,0,0,0,3,0,0,5,0,0,4,10,0,1,1,1,5,-1,1,2,0,1,1,0,1,3,1,0,0,1,1,0,-1,0,1,1
B004WOBMJ8,8,0,0,0,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
B004WX48J0,1,0,1,0,0,0,11,9,0,0,0,0,3,0,0,0,0,1,0,1,0,0,1,0,3,0,3,0,3,0,1,3,0,0,0,0,1,0,0,0,0,0,1,6,1,0,0,0,4
B004X6UENA,3,1,1,0,0,0,0,0,1,1,1,0,7,0,1,0,1,0,14,1,2,0,0,8,61,2,1,0,0,1,6,0,0,0,1,2,1,7,0,0,1,0,3,7,0,5,0,1,3
B004XRJELW,9,0,8,6,6,1,6,0,0,1,0,1,3,0,0,0,0,1,0,4,1,0,0,0,36,2,3,1,1,7,1,1,0,0,1,0,0,3,2,2,5,1,0,2,0,9,2,1,4
B004XUAK3U,0,0,3,0,0,0,5,6,0,0,1,0,0,0,1,1,0,4,1,0,0,0,0,0,2,0,4,0,0,0,0,3,0,0,0,2,1,0,0,0,2,0,2,0,0,3,0,0,5
B004XUNRRQ,11,0,0,0,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,6,0,0,0,1,2,1,1,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,0,2
B004XVPDSG,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,4,0,1,0,1,4
B004XXMJV8,0,0,0,0,1,17,0,0,2,1,2,0,0,0,0,0,0,2,1,0,2,0,0,3,10,0,0,0,0,1,0,2,0,0,0,-1,0,0,0,0,0,0,1,6,0,2,0,1,4
B004XYHW1Y,0,0,0,0,1,8,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,8,0,0,1,0,2,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
B004Y0RBHW,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,5,0,0,4,2,0,1,5,4,0,0,1,2,3,4,0,13,1,3,0,15,2,0,0,0,0,1,0,1,0,0,1
B004YBOYKS,0,2,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
B004YELD6I,0,0,0,0,0,5,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,2,0,4,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0
B004YGALYQ,47,0,0,2,0,0,6,1,0,0,3,0,2,-1,0,1,0,0,1,14,1,1,0,3,31,2,1,2,3,3,0,1,0,0,1,1,5,2,0,2,2,0,1,7,0,5,0,1,4
B004YKNLE4,0,2,0,0,0,31,0,0,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,2,9,0,0,1,0,4,1,1,3,4,0,1,0,3,6,1,3,0,0,4,0,2,0,0,1
B004YTKQBQ,0,0,0,0,7,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
B004YU4QI4,0,2,1,1,2,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,5,1,6,2,0,0,1,4,0,4,0,0,0,0,0,0,3,1,0,0,1,3,0,2,1,1,7
B004Z9WC1C,0,0,0,0,0,13,0,0,5,1,0,1,0,0,0,1,0,1,0,0,2,0,0,5,5,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,3,0,0,0,0,2
B004ZF0E16,3,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,11,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,1,0,0,4,0,2,0,0,3
B004ZH62NI,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
B004ZL9IZI,2,5,2,3,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,47,0,2,0,2,1,1,-2,0,0,1,3,1,1,0,1,0,1,0,8,-1,2,0,3,-1
B004ZL9JFC,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,2,0,0,26,0,0,0,0,1,2,1,0,0,0,0,1,3,0,1,0,0,2,5,1,1,0,1,4
B004ZLV5AY,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,6,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,2,0,0,3,1,1,2
B004ZLV5UE,-1,4,1,3,1,-1,1,2,0,0,4,3,8,0,2,0,3,34,2,2,3,3,0,1,50,0,0,1,3,8,2,2,0,0,0,6,1,6,3,4,0,3,2,3,1,11,2,1,9
B004ZLV5VS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B004ZMYA5A,0,7,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,5,0,0,4,0,0,1,7,0,1,1,1,3,0,2,0,0,0,2,0,0,0,1,0,0,0,3,0,1,0,0,2
B004ZP72M0,0,0,0,0,0,18,0,0,1,1,0,2,1,2,1,0,0,0,1,0,0,0,0,1,12,0,0,0,0,1,1,0,2,0,0,0,2,0,2,0,0,0,1,3,0,4,0,0,0
B004ZSGAMU,4,3,0,2,0,4,1,2,0,1,4,1,1,1,1,0,0,4,4,2,1,1,0,1,53,1,0,2,0,2,2,1,0,2,2,2,4,6,0,2,1,0,4,4,0,11,0,2,7
B004ZWV9ZE,0,1,0,0,0,9,0,0,2,2,0,0,0,0,0,2,0,0,1,0,2,0,0,0,3,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
B0050FDGPQ,0,0,0,0,2,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6
B0050LW42Q,2,1,0,0,0,61,1,0,0,3,0,0,0,1,2,0,0,0,2,0,0,1,0,1,10,0,0,0,1,5,0,2,0,1,1,7,0,0,3,1,1,0,2,1,0,4,0,3,1
B0050TCKUE,0,0,0,0,0,8,0,0,0,0,0,1,0,3,1,1,0,4,0,0,1,0,10,0,9,0,0,0,0,1,0,1,0,0,0,0,2,0,1,1,0,0,1,0,0,1,0,1,0
B0050TO5P2,0,2,0,0,0,11,2,0,1,1,0,0,0,1,0,0,0,0,2,0,3,1,0,0,12,0,0,0,0,2,1,1,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
B0050WU2RY,0,0,0,0,0,8,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B005149ZXI,2,0,2,0,2,2,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,4
B0051H9Y2C,1,1,0,0,0,13,0,0,2,1,1,0,0,1,2,2,0,0,0,0,0,1,0,1,17,2,0,0,0,1,0,1,5,0,2,0,0,1,1,0,0,0,0,0,0,4,0,1,3
B0051XPLXC,0,0,0,0,0,17,1,0,1,5,1,1,0,2,2,0,0,2,0,0,0,2,0,1,7,0,0,1,0,3,0,1,1,0,0,1,0,0,0,0,2,0,3,5,0,2,0,1,1
B0051ZJAI2,0,0,2,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1
B0052QGRL8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,1,0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
B0052QRMG2,0,1,0,0,0,95,0,6,25,5,1,4,0,7,1,1,0,11,1,0,15,2,0,4,48,0,2,2,0,6,-1,5,7,0,4,4,0,1,1,1,2,0,7,9,0,5,0,5,0
B0053N8UUG,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2
B0053O8KSC,1,4,0,0,0,11,1,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,8,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0
B00545WGDK,15,0,0,0,0,0,3,1,0,1,0,0,1,1,1,0,0,0,0,3,0,1,0,2,5,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,0,0,1
B0054ENBBM,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,2,0,0,0,0,1,1,0,1,5,1,0,0,0,1,1,7,2,27,1,3,3,28,2,0,1,0,2,7,0,3,0,2,2
B0054ER6B8,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,3,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,1,1
B0054ERNAW,0,0,0,0,0,16,0,0,4,2,1,0,0,1,0,1,0,2,0,0,3,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,1
B0054ERNW0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
B0054H3YZC,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3
B0054LJD9O,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,8,0,0,0,0,7,0,1,1,5,0,0,1,12,0,0,2,0,0,3,0,2,0,3,1
B0054QU6AY,16,0,0,0,0,0,1,2,0,3,9,0,0,0,1,0,0,0,0,2,0,0,0,1,13,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,1,4
B0054T2BBI,0,1,0,0,1,27,0,0,0,2,2,1,0,2,0,0,0,6,0,0,3,1,0,5,14,0,0,3,0,7,1,6,1,1,2,1,0,1,0,0,1,0,0,4,0,4,1,2,4
B0054U6CEE,74,6,39,1,3,6,140,35,0,1,19,12,27,1,5,4,0,9,6,4,9,2,0,5,109,2,19,14,32,16,2,35,0,0,7,6,7,2,9,11,5,0,19,26,18,42,0,4,22
B0054VNHSW,54,3,17,0,1,4,69,20,0,0,12,3,16,2,4,1,0,4,1,6,4,0,0,1,58,0,4,5,9,9,2,39,0,0,6,10,2,1,0,9,4,0,7,18,4,19,0,3,14
B00550DAXE,0,1,0,0,0,1,0,0,0,2,0,0,4,1,0,0,0,0,0,0,1,0,0,3,5,0,0,0,0,2,1,4,0,7,4,0,1,10,2,0,1,0,1,3,0,1,0,1,2
B00553VXNU,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
B00554NIYQ,0,3,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,3,1,2,0,2,0,1,0,4,0,1,0,0,0,1,0,1,0,1,0
B0055AGUMW,0,1,0,0,0,58,0,0,4,9,1,2,1,4,1,2,0,10,1,1,7,1,0,2,31,0,0,2,0,6,1,2,4,4,0,2,0,8,1,0,2,0,-1,11,0,2,0,1,5
B0055IZKCK,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0055Q5F2M,1,1,0,0,0,11,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,10,0,0,3,0,1,1,2,3,1,0,1,0,3,0,0,1,0,0,1,0,1,1,1,0
B0055Q5F2W,0,0,0,0,0,13,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,1,7,0,0,2,0,-1,0,0,0,2,2,1,0,1,0,0,1,0,1,1,0,-1,0,1,2
B0055S0YTY,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,1,0,3,-1,0,-1,0,0,2,1,0,0,0,0,1,-1,1,1,0,0,1,0,0,0,0,0,0,-1,1,0,-1,0,1,0
B0055STVG6,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,2,1,0,0,2,0,1,0,1,0,0,-1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
B0055T53GC,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1
B0055UET3O,1,0,0,1,0,0,4,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,3,7,0,1,0,0,2,0,0,0,0,2,2,-1,0,0,1,1,0,1,1,0,1,0,0,9
B0055VT43I,0,2,0,0,6,0,0,1,0,0,0,1,0,1,4,1,0,1,0,1,0,1,6,5,15,1,0,0,1,3,1,3,0,0,0,2,0,0,0,0,1,1,2,4,1,4,1,2,3
B005698DHM,0,1,0,0,0,15,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,11,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2
B0056IKP10,0,0,1,2,0,1,0,0,3,1,0,0,1,2,1,1,0,5,0,0,0,1,0,1,3,0,0,0,0,0,1,4,0,0,0,2,0,18,0,0,1,0,1,2,0,0,0,0,5
B0056JO8LW,0,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,-1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
B0057GSUOA,1,0,2,0,0,21,4,0,1,1,0,1,1,0,0,2,0,5,0,0,0,1,0,0,21,0,0,1,0,0,1,1,7,1,1,1,0,8,0,0,1,0,1,6,0,5,0,1,3
B0057HJU1Q,20,0,0,0,0,0,7,9,0,0,3,0,0,2,2,1,0,0,-1,-1,0,0,0,0,2,0,1,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,3,0,3,1
B0057JAQXU,6,1,0,7,0,0,2,0,0,0,4,0,0,0,3,1,0,1,1,3,1,1,0,0,43,1,0,1,0,4,2,0,0,0,1,1,0,4,0,1,1,1,2,7,0,6,2,1,8
B0057QYF2G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
B0058J5OXQ,0,-2,1,1,13,4,1,0,0,0,1,0,2,1,0,1,0,1,0,0,1,0,9,0,24,2,0,0,0,0,2,10,0,0,3,4,2,0,3,2,2,0,2,0,0,1,0,2,2
B0058OILYU,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
B0058RLD9C,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,12,1,0,2,0,0,0,1,0,0,0,1,0,0,-1,2,0,3,0,0,5
B0058TZJU4,0,0,0,0,0,15,0,0,0,0,3,1,0,2,2,0,0,1,0,0,0,2,0,0,13,1,0,1,0,3,0,5,0,0,2,1,0,0,0,0,1,0,0,4,0,1,0,2,3
B0058XGN7I,132,2,2,1,8,4,105,75,0,1,3,2,23,2,4,3,0,1,3,3,3,5,2,5,55,11,10,3,13,8,3,17,0,0,5,3,5,0,7,12,2,0,12,24,4,29,0,10,28
B00596PAOG,4,0,0,0,0,0,5,6,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,4,1,0,0,0,4,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,2
B0059NF3PU,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,3,0,1,0,0,5,0,1,0,0,0,4,1,0,1,0,0,2,0,3,3,1,1,0,8
B0059UGY42,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
B0059Z1W44,0,4,0,0,0,6,2,0,3,0,1,0,0,2,-1,0,0,3,0,0,2,0,0,-1,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1
B005A2UR4W,1,5,1,0,1,56,1,0,1,7,0,5,2,2,1,5,0,0,0,1,7,2,0,0,40,1,0,2,2,4,1,1,3,4,1,2,1,6,3,4,0,0,0,0,0,1,1,2,4
B005AAVBVW,0,12,0,0,0,35,0,0,8,2,0,1,0,4,5,1,0,5,3,0,10,2,0,4,17,1,2,2,4,8,-1,4,2,0,3,2,1,2,1,-1,1,0,3,6,0,2,4,4,3
B005AB9ENI,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B005AC3HLC,0,0,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,1,1,1,2,0,2,0,1,0
B005AOU0OW,0,0,22,0,4,0,5,2,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,3,3,2,0,0,5,0,2,0,0,2,5,0,0,0,3,0,0,0,4,0,4,0,1,5
B005AZEFPG,0,1,0,1,0,42,1,0,0,4,0,1,0,3,3,1,0,0,2,0,6,1,0,0,0,3,0,0,0,1,4,0,3,0,0,1,0,3,0,0,2,0,1,1,1,2,0,0,2
B005B3RFTU,95,0,0,1,0,1,32,41,1,0,9,0,0,1,6,0,0,0,0,28,2,2,0,0,50,4,2,0,4,5,3,5,0,0,2,1,2,1,1,0,1,0,0,13,0,19,0,9,17
B005B6YJSM,0,-2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,0,0
B005BGELDK,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,-1,1,6,0,0,2,0,2,0,2,0,11,1,4,0,15,0,0,1,0,0,2,0,-2,0,0,2
B005BP9U8W,0,0,0,0,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B005BZGE6I,0,0,0,0,0,13,0,0,4,0,0,0,0,2,1,1,0,0,0,0,2,0,0,1,14,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
B005CMIOH2,0,-1,0,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
B005CMP1CI,10,0,0,0,0,-4,0,0,0,4,2,0,0,-1,1,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,-1,1,0,0,0,0,0
B005CMZB7S,23,0,0,0,1,3,2,0,0,11,2,0,0,1,1,0,0,0,0,3,-1,-1,0,0,12,0,0,0,-2,2,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,4,0,1,1
B005CZD8BG,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,1,4,0,8,0,0,2,7,1,0,0,0,0,2,1,1,0,1,0
B005D6EBQK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,0,0,0,-1,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,2,0,0,2
B005DD1FZ8,2,0,0,0,0,12,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,1,0,-1,12,1,0,0,0,2,0,0,0,0,0,0,-1,1,0,0,0,0,0,3,0,0,0,2,0
B005DGX95E,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2
B005DIBK8A,15,6,0,0,0,9,2,0,0,0,3,0,0,2,0,0,0,0,1,2,1,0,0,0,5,0,0,0,4,1,0,2,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,0,1
B005DJPLES,14,0,0,0,0,3,1,0,0,0,3,0,0,0,2,0,0,0,0,4,0,2,0,0,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,0,3,0,1,3
B005DNWFR0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,-1,1,0,0,1,0,0,0,1,0,0,2,0,0,-1,0,0,0
