asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime,title
8288862993,"[0, 0]",5,"The big store that is in every town now (can't say their name) either does not carry anything or is always out of stock. If they ever have anything is stock, it is cheap junk that does not last. I got this cord thru amazon for a fraction of the price I usually pay for the junk at that big national store. This cord works perfectly and has lasted for months now. I also bought at the same time 2 other cheaper charger cords thru amazon that work perfectly. Since this one still works, I have the other two to fall back on when this one finally goes out. This is a great car charger, and it does not cost near as much as the junk you get at the local store--not to mention this is the Samsung brand charger verses their junk.","01 20, 2014",A1WK0DH0W21F3G,AndyC,It Works Great,1390176000,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",4,Good lengthEasy to useVery fast chargingI would recommend it to persons who use their phone a lot.,"08 5, 2013",AZIN9ATSFV0ZG,Aron Edwards,Very fast charging.,1375660800,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",5,luving it  right now will last about 4 mo so you cant beat the price for it I got 4 of them,"05 9, 2014",A3AKUUZ992VK0L,Aubrey Moore,ok so far,1399593600,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",1,"JUNK!!!......This product must be miss labeled.  I can not get my Samsung S2 phone to charge with this OEM charger.  The lights are on, the phone says its charging but nothing happens.  I am not sure if I got a defective product but it is very upsetting to sit in your car for hours and not see your phone recharge.  If you need a reliable charger, DO NOT purchase this product.If you need a car charger for your Samsung S2, I would recommend the Motorola Vehicle Power Adapter.  It charges fast and is dependable.","08 4, 2013",A3YHN4DKZS7WN,Boiram,FAIL,1375574400,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",5,"A very good car charger for your phones, charged my phone pretty quickly and quite affordable, I recommend it to anyone to have as a back up to your charger.","12 11, 2012",A3KUXQ8TR97MF9,"Charles A. Kozlowsky ""Book Lover""",Great car charger,1355184000,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",2,"The Samsung car charger has stopped working within a 6 month period.  I thought a fuse was blown inside the unit but when I attempted to change it, I've noticed that it doesn't come apart like most vehicle chargers.","12 13, 2013",A7PK28G48DGPG,Christopher,Not good.,1386892800,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",2,"WHAT A GREAT PRICE!RIGHT OUT OF THE BOX, PLUG N UPLOAD SUM JUICE ...DON'T KNOW IF DROPPING IT REPEATEDLY ON THE FLOORBOARD,OR OCCASIONALLY STUFFING IT IN CONSOLE TO HIDE CAUSED FAILURE ...BUT SOON THE GREEN LIGHT FAILED TO LIGHT, AND PHONES DISPLAY SHOWEDIT WASN'T CHARGING. SO EITHER SPEND SEVERAL MORE DOLLARS FOR ONE WITHA HEAVIER CORD/STRONGER SHELL OR TREAT IT AS A DELICATE FLOWER.","09 1, 2013",A11DSY0LTIBIVI,DANNY,LIGHT DUTY FAILURE,1377993600,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",5,Sprint wanted $30 fro the same item.  This is OEM and not third party after market. Bought two.  Work great,"06 14, 2013",A1LG9RKAK8NMYB,"DiStasi ""DiStasi""",Beats the Sprint.com price,1371168000,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",1,Plugged into the car and worked the first couple of days. Hasn't worked since. My phone does not even recognize it's plugged in.,"10 1, 2012",A3ODQQDGMRX3UV,Emily,Does not work.,1349049600,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",5,This charger works great. I love the fact that the LED on it does not light up until it is plugged into the phone. Great bargain.,"03 21, 2013",A1JUZ1FVF06U2C,Grymir,Good charger,1363824000,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",4,"Though I`m not a expert in cell phone chargers. This thing works good, but its not all fireworks and hotel parties. Its a charger and it works so I guess buy it.","04 22, 2014",A1ENWO8CIT4OR6,Jason T,Its okay,1398124800,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",5,I used this charger for a couple of months now. Its a very good charger. It charges my phone very quickly.,"02 24, 2013",A2P3GMT0RCRONU,Jerania,Car Charger,1361664000,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",5,It is Samsung brand..works with my Android phones..Galaxy Nexus 4 and Galaxy S2 and S3...recommend it highly for anyone with a microUSB phone,"04 14, 2013",A1USWC8QEJK6EW,John Miller,Great,1365897600,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",5,I needed a car charger and this was very affordable and it worksgreat! The same thing from the store was three times the price.,"07 31, 2013",A21V0B910YDY65,Joleen Hunt,Works great!,1375228800,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",5,"good oem car charger, i originally bought it for my galaxy S2 and later on that week I upgrated to the Galaxy S3 and it works prefectly fine, I would recommend this product","12 28, 2012",A2LC2M53JRXCJM,Jose Almonte,good charger and great for the price,1356652800,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",3,You have to hold it in a certain place in other for it to charge. I'll just buy the Verizon  charger instead,"03 3, 2013",A8BZOX099MXQY,Kevin D. Williams,cool,1362268800,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",5,This charger works perfectly.  It is the official Samsung charger so I was sure it would work just fine. I highly recommend it.,"07 31, 2013",A2SR7S6ZJJDGNB,lily,good charger,1375228800,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",5,"I use this charger with my GS2 from Straight Talk.  This charger is working as expected, charges the phone fine and seems like a quality product, not flimsy and cheap feeling like some chargers I have ordered in the past.","03 19, 2013",A1718L78QHNDXV,"M. Paul ""Realnews""",Works as expected,1363651200,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",1,"This thing worked well when it actually functioned, but today it stopped working and I am past the 30 day return window by 10 days give or take.I'm guessing the quality might not be great as that is why it stopped working, who knows.. What a waste of money.","05 4, 2012",A18ELSI3X0Y2B8,Oliver Chang,Stopped Working after 1 1/2 month..,1336089600,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",5,Hope to use it soon.  My other one worked sometimes.  This one does not have the light on unless you are charging.,"12 24, 2012",A1U0UNOOR5RWRE,pensive1,Samsung Official OEM Car Charger for your Galaxy S2 Phone! Original...,1356307200,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",5,"es un cable para carro de excelente calidad , original de samsung , lo tengo algun tiempo sin ningun problema","03 14, 2013",A373FDWSKFUB0L,Rodolfo Rodriguez,insuperable,1363219200,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",5,"I went thru 3 car charges which they all either stopped working after a few uses or never worked to begin with.This car harder not only works it also charges my phone lightening fast!!! LOVE IT, LOVE IT LOVE IT!!If u are debating u can rest assured this thing is awesome.","04 9, 2013",AZ7KIJC9CEZY6,Sab,Cheap and it works!,1365465600,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",1,"First, this is kind of cheap-looking, but I did try to buy the cheapest OEM car charger I could for my phone, so that's forgiveable.  The springs on the side don't have much force, though, so this is constantly slipping out of the 12V car port.  The cable is sturdy, but the rubber near the connector is kind of stiff, which makes charging AND operating your phone on the go a bit of a hassle.  It's held up well since I purchased it though.UPDATE:  Stopped charging after a month.","10 31, 2013",AMB8C7C3HEEIY,Stefan Castino,It works...mostly as a conversation piece since it won't charge a thing,1383177600,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288862993,"[0, 0]",5,"I've been using this for about 4 months now and it works just as it is intended.  I would buy again.  Quality product.The cord could stand to be a little longer, but it is of a decent length.","09 30, 2012",ANI234P9J3P5P,ThePublisher,Works just fine.,1348963200,Samsung New Version ECA-U11CBE Official OEM Car Charger for your Galaxy S2 Phone! Original Equipment and Manufacturer (DC 11-30V)
8288878881,"[0, 0]",5,Works great nice long cord. Does the trick. Bought several of these to put in diff. rooms & one for work.,"10 12, 2013",A37KJRTEZ2CTT8,Amazon Customer,:) :) :),1381536000,"Samsung Galaxy S2 Phone OEM Official Travel USB Charger (Detachable, comes with OEM USB to Micro USB Cable)!"
8288878881,"[0, 0]",4,Good charger and is perfect because it is also has a USB connection. Also love that it is original material it works like that too giving a quick charge when i need it.,"07 23, 2012",AZIN9ATSFV0ZG,Aron Edwards,Serves its purpose,1343001600,"Samsung Galaxy S2 Phone OEM Official Travel USB Charger (Detachable, comes with OEM USB to Micro USB Cable)!"
8288878881,"[0, 0]",3,I have had 3 phone chargers go bad in two weeks. I can not say where I purchased them. Most chargers for cell phones are cheaply made. This one is OK I guess.,"07 21, 2013",A2DESDFHS6DUPU,Charles D. evans,AN OK DEVICE,1374364800,"Samsung Galaxy S2 Phone OEM Official Travel USB Charger (Detachable, comes with OEM USB to Micro USB Cable)!"
8288878881,"[0, 0]",3,"Got this to replace a frayed OEM cord. The cord itself is ok ;however, the plug that looks like OEM and is stamped as such, is crap! Took 8 times longer to charge with this unit! When the cord was paired with the actual OEM plug in, it worked fine. So if you need a cord its ok; however, it is definitely not OEM and the plug is worthless. For the price and really just needing a cord it is a good value but I am very disappointed with the false markings as OEM when it is certainly not.","07 8, 2013",A3HGR8E77NTQPF,Con Brennan,Be careful when buying electronics for cellphones when not from the manufacturer!,1373241600,"Samsung Galaxy S2 Phone OEM Official Travel USB Charger (Detachable, comes with OEM USB to Micro USB Cable)!"
8288878881,"[0, 0]",1,"I received this product in a very timely manner which was delightful, however, I gave it as a gift and was embarrassed to find out it was a defective item. I was reimbursed for the product but would have much rather had a product that worked the first time.","03 27, 2014",ABGQ3LNDE1VM8,Creamysmooth,Unfortunate item.,1395878400,"Samsung Galaxy S2 Phone OEM Official Travel USB Charger (Detachable, comes with OEM USB to Micro USB Cable)!"
8288878881,"[0, 0]",2,It worked fine for a few days then I had to change to cord........The charger itself working fine up to this point..........Rather than send it back I bought another cord from sprint for $19.00,"04 3, 2013",A2YEVYLHIIOGY0,dadams l adams,Cord did not last but a few days for some reason,1364947200,"Samsung Galaxy S2 Phone OEM Official Travel USB Charger (Detachable, comes with OEM USB to Micro USB Cable)!"
8288878881,"[0, 0]",5,"fast delivery, works well. Not very long.","07 2, 2014",A1GGZSZ77NNLFM,great buy,Works well,1404259200,"Samsung Galaxy S2 Phone OEM Official Travel USB Charger (Detachable, comes with OEM USB to Micro USB Cable)!"
8288878881,"[0, 0]",2,I thought this would be a Samsung product but look like a cheap counterfiet. It came crushed and is slow to charge my phone.,"12 17, 2013",A12AGWNMK0N5C3,GRENOUILLE,Do not recomend,1387238400,"Samsung Galaxy S2 Phone OEM Official Travel USB Charger (Detachable, comes with OEM USB to Micro USB Cable)!"
